Symbol,ReportType,FilingDate,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining
GILD,10-K,2020-02-25,1123.0,494.0,1075.0,863.0,135.0,519.0,401.0
GILD,10-K,2021-02-25,1203.0,558.0,1115.0,845.0,147.0,458.0,426.0
GILD,10-K,2022-02-23,1146.0,549.0,1118.0,855.0,149.0,460.0,406.0
GILD,10-K,2023-02-22,1114.0,507.0,980.0,818.0,121.0,441.0,385.0
GM,10-K,2015-02-04,1334.0,593.0,858.0,622.0,109.0,309.0,516.0
GM,10-K,2016-02-03,1185.0,525.0,748.0,673.0,111.0,287.0,446.0
GM,10-K,2017-02-07,1136.0,470.0,756.0,667.0,108.0,295.0,460.0
GM,10-K,2018-02-06,1196.0,447.0,811.0,700.0,95.0,310.0,408.0
GM,10-K,2019-02-06,1184.0,459.0,808.0,697.0,93.0,302.0,423.0
GM,10-K,2020-02-05,1160.0,432.0,809.0,689.0,82.0,306.0,405.0
GM,10-K,2021-02-10,1187.0,444.0,877.0,637.0,123.0,353.0,448.0
GM,10-K,2022-02-02,1029.0,486.0,895.0,505.0,130.0,374.0,436.0
GM,10-K,2023-01-31,1051.0,491.0,904.0,511.0,129.0,375.0,438.0
GOOGL,10-K,2019-02-05,933.0,380.0,779.0,473.0,99.0,417.0,280.0
GOOGL,10-K,2019-02-06,7.0,4.0,8.0,32.0,2.0,4.0,15.0
GOOGL,10-K,2020-02-04,937.0,398.0,757.0,493.0,95.0,401.0,276.0
GOOGL,10-K,2021-02-03,1069.0,409.0,859.0,533.0,104.0,463.0,306.0
GOOGL,10-K,2022-02-02,1051.0,390.0,813.0,609.0,106.0,445.0,297.0
GOOGL,10-K,2023-02-03,1036.0,395.0,817.0,559.0,107.0,443.0,287.0
GOOG,10-K,2019-02-05,933.0,380.0,779.0,473.0,99.0,417.0,280.0
GOOG,10-K,2019-02-06,7.0,4.0,8.0,32.0,2.0,4.0,15.0
GOOG,10-K,2020-02-04,937.0,398.0,757.0,493.0,95.0,401.0,276.0
GOOG,10-K,2021-02-03,1069.0,409.0,859.0,533.0,104.0,463.0,306.0
GOOG,10-K,2022-02-02,1051.0,390.0,813.0,609.0,106.0,445.0,297.0
GOOG,10-K,2023-02-03,1036.0,395.0,817.0,559.0,107.0,443.0,287.0
GS,10-K,2023-02-24,3231.0,930.0,2807.0,1964.0,197.0,822.0,1393.0
HD,10-K,2014-03-27,317.0,243.0,326.0,157.0,36.0,110.0,157.0
HD,10-K,2015-03-26,504.0,278.0,421.0,308.0,73.0,171.0,179.0
HD,10-K,2016-03-24,501.0,320.0,445.0,306.0,60.0,186.0,190.0
HD,10-K,2017-03-23,425.0,306.0,417.0,236.0,62.0,173.0,188.0
HD,10-K,2018-03-22,399.0,311.0,398.0,219.0,62.0,168.0,186.0
HD,10-K,2019-03-28,441.0,333.0,396.0,209.0,68.0,175.0,219.0
HD,10-K,2020-03-25,532.0,346.0,456.0,233.0,69.0,217.0,241.0
HD,10-K,2021-03-24,707.0,392.0,590.0,272.0,61.0,239.0,244.0
HD,10-K,2022-03-23,695.0,378.0,566.0,272.0,55.0,255.0,235.0
HON,10-K,2017-02-10,571.0,360.0,529.0,527.0,59.0,131.0,228.0
HON,10-K,2018-02-09,649.0,384.0,547.0,583.0,73.0,136.0,256.0
HON,10-K,2019-02-08,668.0,417.0,556.0,664.0,75.0,137.0,318.0
HON,10-K,2020-02-14,729.0,409.0,590.0,709.0,86.0,170.0,335.0
HON,10-K,2021-02-12,865.0,471.0,668.0,774.0,80.0,218.0,382.0
HON,10-K,2022-02-11,839.0,507.0,657.0,772.0,87.0,219.0,392.0
HON,10-K,2023-02-10,885.0,542.0,681.0,731.0,89.0,214.0,378.0
IBM,10-K,2018-02-27,235.0,178.0,210.0,249.0,30.0,113.0,59.0
IBM,10-K,2019-02-26,225.0,183.0,212.0,252.0,29.0,116.0,62.0
IBM,10-K,2020-02-25,257.0,179.0,240.0,256.0,29.0,131.0,80.0
IBM,10-K,2021-02-23,,,,,,,
IBM,10-K,2022-02-22,11.0,2.0,10.0,,12.0,5.0,
IBM,10-K,2023-02-28,,,,,,,
INTC,10-K,2017-02-17,914.0,545.0,814.0,492.0,95.0,374.0,349.0
INTC,10-K,2018-02-16,879.0,498.0,764.0,454.0,80.0,350.0,294.0
INTC,10-K,2019-02-01,1041.0,743.0,805.0,466.0,91.0,393.0,337.0
INTC,10-K,2020-01-24,1077.0,753.0,698.0,417.0,127.0,290.0,341.0
INTC,10-K,2021-01-22,1389.0,787.0,780.0,562.0,144.0,333.0,338.0
INTC,10-K,2022-01-27,1522.0,770.0,811.0,690.0,175.0,345.0,387.0
INTC,10-K,2023-01-27,1437.0,861.0,866.0,493.0,168.0,370.0,454.0
KHC,10-K,2016-03-03,,,,,,,
KHC,10-K,2017-02-23,,,,,,,
KHC,10-K,2018-02-16,,,,,,,
KHC,10-K,2019-02-28,15.0,2.0,16.0,13.0,6.0,5.0,7.0
KHC,10-K,2019-06-07,,,,,,,
KHC,10-K,2020-02-14,,,,,,,
KHC,10-K,2021-02-17,,,,,,,
KHC,10-K,2022-02-17,,,,,,,
KHC,10-K,2023-02-16,,,,,,,
KO,10-K,2015-02-25,,,,,,,
KO,10-K,2016-02-25,,,,,,,
KO,10-K,2017-02-24,,,,,,,
KO,10-K,2018-02-23,,,,,,,
KO,10-K,2019-02-21,,,,,,,
KO,10-K,2020-02-24,,,,,,,
KO,10-K,2021-02-25,,,,,,,
KO,10-K,2022-02-22,,,,,,,
KO,10-K,2023-02-21,,,,,,,
LIN,10-K,2018-03-23,253.0,100.0,278.0,276.0,106.0,189.0,144.0
LIN,10-K,2019-03-01,30.0,6.0,36.0,25.0,6.0,10.0,11.0
LIN,10-K,2019-03-18,723.0,499.0,729.0,562.0,108.0,231.0,392.0
LIN,10-K,2020-03-02,837.0,513.0,728.0,564.0,105.0,234.0,396.0
LIN,10-K,2021-03-01,666.0,402.0,645.0,515.0,80.0,231.0,314.0
LIN,10-K,2022-02-28,591.0,374.0,644.0,518.0,77.0,233.0,304.0
LIN,10-K,2023-02-28,613.0,349.0,632.0,543.0,92.0,229.0,309.0
LLY,10-K,2018-02-20,1132.0,586.0,805.0,734.0,113.0,289.0,315.0
LLY,10-K,2019-02-19,1152.0,578.0,788.0,742.0,120.0,276.0,332.0
LLY,10-K,2020-02-19,1167.0,555.0,768.0,775.0,106.0,256.0,291.0
LLY,10-K,2021-02-17,1163.0,656.0,922.0,863.0,114.0,332.0,318.0
LLY,10-K,2022-02-23,,,,,,,
LLY,10-K,2023-02-22,1217.0,632.0,956.0,846.0,116.0,364.0,365.0
LMT,10-K,2013-02-28,725.0,462.0,784.0,868.0,87.0,279.0,346.0
LMT,10-K,2014-02-14,757.0,461.0,866.0,902.0,95.0,304.0,390.0
LMT,10-K,2015-02-09,792.0,506.0,894.0,923.0,105.0,324.0,432.0
LMT,10-K,2016-02-24,951.0,529.0,1116.0,999.0,166.0,379.0,503.0
LMT,10-K,2017-02-09,995.0,583.0,1109.0,967.0,128.0,380.0,499.0
LMT,10-K,2018-02-06,1019.0,620.0,1066.0,973.0,120.0,388.0,525.0
LMT,10-K,2018-02-16,396.0,280.0,298.0,352.0,48.0,86.0,191.0
LMT,10-K,2019-02-08,1053.0,671.0,1047.0,1090.0,114.0,398.0,546.0
LMT,10-K,2020-02-07,1037.0,617.0,1145.0,1119.0,85.0,451.0,598.0
LMT,10-K,2021-01-28,1111.0,643.0,1223.0,1154.0,101.0,513.0,611.0
LMT,10-K,2022-01-25,1153.0,665.0,1241.0,1250.0,122.0,528.0,670.0
LMT,10-K,2023-01-26,1135.0,674.0,1193.0,1208.0,114.0,531.0,622.0
LOW,10-K,2013-04-02,494.0,341.0,376.0,229.0,51.0,120.0,236.0
LOW,10-K,2014-03-31,489.0,350.0,374.0,250.0,66.0,134.0,231.0
LOW,10-K,2015-03-31,468.0,313.0,363.0,252.0,48.0,139.0,228.0
LOW,10-K,2016-03-29,556.0,361.0,429.0,266.0,59.0,171.0,258.0
LOW,10-K,2017-04-04,620.0,376.0,452.0,293.0,59.0,187.0,298.0
LOW,10-K,2018-04-02,648.0,385.0,475.0,314.0,60.0,209.0,276.0
LOW,10-K,2019-04-02,788.0,415.0,522.0,357.0,56.0,217.0,332.0
LOW,10-K,2020-03-23,738.0,331.0,485.0,318.0,73.0,216.0,290.0
LOW,10-K,2021-03-22,633.0,368.0,456.0,276.0,47.0,202.0,242.0
LOW,10-K,2022-03-21,654.0,334.0,486.0,282.0,53.0,222.0,224.0
MA,10-K,2014-02-14,1068.0,439.0,946.0,1069.0,60.0,462.0,361.0
MA,10-K,2015-02-13,986.0,430.0,857.0,977.0,50.0,435.0,341.0
MA,10-K,2016-02-12,957.0,416.0,817.0,857.0,49.0,437.0,309.0
MA,10-K,2017-02-15,1021.0,447.0,826.0,955.0,68.0,443.0,340.0
MA,10-K,2018-02-14,1104.0,535.0,964.0,1005.0,111.0,498.0,409.0
MA,10-K,2019-02-13,1028.0,527.0,883.0,1024.0,67.0,461.0,407.0
MA,10-K,2020-02-14,1060.0,499.0,870.0,974.0,63.0,462.0,350.0
MA,10-K,2021-02-12,1094.0,526.0,850.0,989.0,55.0,462.0,369.0
MA,10-K,2022-02-11,1082.0,597.0,891.0,1012.0,50.0,481.0,373.0
MA,10-K,2023-02-14,1146.0,627.0,933.0,1030.0,51.0,509.0,394.0
MCD,10-K,2013-02-25,341.0,378.0,311.0,230.0,77.0,99.0,158.0
MCD,10-K,2014-02-24,336.0,314.0,294.0,218.0,64.0,98.0,147.0
MCD,10-K,2015-02-24,495.0,382.0,418.0,258.0,68.0,205.0,160.0
MCD,10-K,2016-02-25,,,,,,,
MCD,10-K,2017-03-01,486.0,433.0,448.0,263.0,74.0,227.0,188.0
MCD,10-K,2018-02-23,472.0,422.0,464.0,253.0,79.0,228.0,196.0
MCD,10-K,2019-02-22,466.0,415.0,458.0,263.0,64.0,219.0,186.0
MCD,10-K,2020-02-26,493.0,396.0,449.0,259.0,50.0,226.0,195.0
MCD,10-K,2021-02-23,542.0,404.0,483.0,277.0,64.0,241.0,219.0
MCD,10-K,2022-02-24,515.0,444.0,500.0,297.0,56.0,255.0,214.0
MCD,10-K,2023-02-24,528.0,427.0,464.0,290.0,49.0,238.0,218.0
MDLZ,10-K,2013-02-25,,,,,,,
MDLZ,10-K,2013-06-20,,,,,,,
MDLZ,10-K,2014-03-03,,,,,,,
MDLZ,10-K,2015-02-20,,,,,,,
MDLZ,10-K,2016-02-19,,,,,,,
MDLZ,10-K,2017-02-24,,,,,,,
MDLZ,10-K,2018-02-09,,,,,,,
MDLZ,10-K,2019-02-08,,,,,,,
MDLZ,10-K,2020-02-07,,,,,,,
MDLZ,10-K,2021-02-05,,,,,,,
MDLZ,10-K,2022-02-04,,,,,,,
MDLZ,10-K,2023-02-03,,,,,,,
MDT,10-K,2015-06-23,1617.0,696.0,1182.0,1108.0,161.0,489.0,538.0
MDT,10-K,2016-06-28,1560.0,722.0,1139.0,1087.0,161.0,498.0,564.0
MDT,10-K,2017-06-27,1605.0,723.0,1124.0,1100.0,148.0,541.0,535.0
MDT,10-K,2018-06-22,1357.0,675.0,858.0,828.0,110.0,392.0,441.0
MDT,10-K,2019-06-21,1337.0,637.0,853.0,815.0,121.0,381.0,443.0
MDT,10-K,2020-06-19,,,,,,,
MDT,10-K,2021-06-25,,,,,,,
MDT,10-K,2022-06-23,,,,,,,
META,10-K,2020-01-30,1290.0,349.0,1070.0,739.0,169.0,613.0,390.0
META,10-K,2021-01-28,1618.0,371.0,1213.0,939.0,170.0,673.0,470.0
META,10-K,2022-02-03,1688.0,373.0,1217.0,945.0,170.0,680.0,487.0
META,10-K,2023-02-02,1893.0,419.0,1249.0,1109.0,189.0,664.0,550.0
MET,10-K,2017-03-01,4011.0,2025.0,3887.0,2983.0,394.0,1281.0,1545.0
MET,10-K,2018-03-01,4296.0,2090.0,3897.0,2997.0,383.0,1305.0,1553.0
MET,10-K,2019-02-22,3730.0,2017.0,3295.0,2611.0,303.0,1081.0,1301.0
MET,10-K,2020-02-21,3197.0,1751.0,3009.0,2373.0,269.0,1004.0,1164.0
MET,10-K,2021-02-19,3175.0,1654.0,3036.0,2086.0,245.0,1007.0,1156.0
MET,10-K,2022-02-18,3078.0,1735.0,2952.0,2078.0,234.0,966.0,1097.0
MET,10-K,2023-02-23,2946.0,1717.0,2944.0,2062.0,229.0,972.0,1078.0
MMM,10-K,2016-02-11,941.0,620.0,690.0,733.0,88.0,205.0,346.0
MMM,10-K,2017-02-09,1198.0,693.0,756.0,834.0,87.0,220.0,382.0
MMM,10-K,2018-02-08,1250.0,705.0,776.0,899.0,103.0,225.0,371.0
MMM,10-K,2019-02-07,1259.0,705.0,774.0,888.0,97.0,225.0,365.0
MMM,10-K,2020-02-06,1567.0,646.0,873.0,1171.0,102.0,252.0,385.0
MMM,10-K,2021-02-04,1780.0,662.0,892.0,1371.0,96.0,268.0,395.0
MMM,10-K,2022-02-09,1731.0,577.0,829.0,1537.0,91.0,258.0,359.0
MMM,10-K,2023-02-08,1783.0,542.0,871.0,1519.0,90.0,296.0,475.0
MO,10-K,2012-02-16,1619.0,151.0,382.0,2080.0,54.0,155.0,179.0
MO,10-K,2013-02-27,,,,,,,
MO,10-K,2013-08-13,2.0,1.0,1.0,24.0,1.0,,9.0
MO,10-K,2014-02-26,,,,,,,
MO,10-K,2014-08-04,2.0,1.0,1.0,24.0,1.0,,9.0
MO,10-K,2015-02-25,,,,,,,
MO,10-K,2015-07-01,2.0,1.0,1.0,24.0,1.0,,9.0
MO,10-K,2016-02-25,,,,,,,
MO,10-K,2017-02-27,,,,,,,
MO,10-K,2017-06-15,2.0,1.0,2.0,22.0,1.0,,8.0
MO,10-K,2018-02-27,,,,,,,
MO,10-K,2018-05-31,2.0,1.0,3.0,22.0,1.0,1.0,8.0
MO,10-K,2019-02-26,,,,,,,
MO,10-K,2019-05-29,1.0,,3.0,17.0,,1.0,8.0
MO,10-K,2020-02-25,,,,,,,
MO,10-K,2020-05-19,1.0,,3.0,19.0,,1.0,8.0
MO,10-K,2021-02-26,,,,,,,
MO,10-K,2021-05-26,1.0,,3.0,20.0,,1.0,8.0
MO,10-K,2022-02-25,,,,,,,
MO,10-K,2022-06-01,1.0,,2.0,19.0,,,8.0
MO,10-K,2023-02-27,,,,,,,
MRK,10-K,2015-02-27,1796.0,798.0,1190.0,1018.0,245.0,383.0,391.0
MRK,10-K,2016-02-26,1789.0,815.0,1176.0,1103.0,229.0,364.0,403.0
MRK,10-K,2017-02-28,1588.0,761.0,1103.0,931.0,220.0,335.0,411.0
MRK,10-K,2018-02-27,1498.0,800.0,1145.0,926.0,255.0,358.0,400.0
MRK,10-K,2019-02-27,1448.0,867.0,1093.0,872.0,204.0,344.0,418.0
MRK,10-K,2020-02-26,1292.0,782.0,1088.0,771.0,227.0,360.0,392.0
MRK,10-K,2021-02-25,1428.0,868.0,1188.0,842.0,255.0,404.0,426.0
MRK,10-K,2022-02-25,1561.0,878.0,1244.0,919.0,230.0,431.0,454.0
MRK,10-K,2023-02-24,1469.0,881.0,1259.0,858.0,243.0,437.0,456.0
MSFT,10-K,2017-08-02,783.0,447.0,623.0,426.0,87.0,297.0,291.0
MSFT,10-K,2018-08-03,783.0,451.0,623.0,474.0,75.0,349.0,302.0
MSFT,10-K,2019-08-01,741.0,447.0,633.0,441.0,57.0,361.0,279.0
MSFT,10-K,2020-07-30,762.0,450.0,705.0,438.0,82.0,399.0,296.0
MSFT,10-K,2021-07-29,778.0,518.0,707.0,463.0,80.0,414.0,313.0
MSFT,10-K,2022-07-28,745.0,524.0,680.0,443.0,72.0,403.0,306.0
MS,10-K,2023-02-24,1978.0,527.0,2123.0,1362.0,143.0,553.0,946.0
NEE,10-K,2015-02-20,1100.0,605.0,1170.0,973.0,136.0,436.0,606.0
NEE,10-K,2016-02-22,1112.0,518.0,1266.0,957.0,139.0,445.0,583.0
NEE,10-K,2017-02-23,963.0,476.0,1170.0,860.0,122.0,404.0,530.0
NEE,10-K,2018-02-16,941.0,457.0,1133.0,835.0,100.0,385.0,545.0
NEE,10-K,2019-02-15,936.0,475.0,1147.0,841.0,82.0,402.0,535.0
NEE,10-K,2020-02-14,924.0,421.0,1106.0,824.0,85.0,392.0,507.0
NEE,10-K,2021-02-12,1015.0,428.0,1135.0,921.0,115.0,398.0,571.0
NEE,10-K,2022-02-18,1030.0,453.0,1115.0,960.0,114.0,391.0,575.0
NEE,10-K,2023-02-17,1066.0,455.0,1117.0,981.0,111.0,400.0,580.0
NFLX,10-K,2020-01-29,568.0,222.0,535.0,287.0,40.0,333.0,272.0
NFLX,10-K,2021-01-28,617.0,252.0,592.0,284.0,59.0,364.0,292.0
NFLX,10-K,2022-01-27,576.0,244.0,583.0,283.0,48.0,354.0,281.0
NFLX,10-K,2023-01-26,578.0,239.0,599.0,286.0,47.0,357.0,275.0
NKE,10-K,2012-07-24,718.0,404.0,1024.0,324.0,89.0,503.0,282.0
NKE,10-K,2013-07-23,805.0,407.0,1068.0,329.0,90.0,550.0,270.0
NKE,10-K,2014-07-25,811.0,413.0,1134.0,346.0,68.0,593.0,257.0
NKE,10-K,2015-07-23,857.0,432.0,1184.0,357.0,76.0,607.0,275.0
NKE,10-K,2016-07-21,824.0,438.0,1179.0,373.0,80.0,596.0,273.0
NKE,10-K,2017-07-20,833.0,431.0,1168.0,389.0,97.0,595.0,270.0
NKE,10-K,2018-07-25,837.0,424.0,1127.0,414.0,82.0,589.0,271.0
NKE,10-K,2019-07-23,819.0,385.0,1083.0,422.0,74.0,587.0,302.0
NKE,10-K,2020-07-24,1092.0,414.0,1223.0,465.0,89.0,674.0,332.0
NKE,10-K,2021-07-20,1027.0,458.0,1232.0,458.0,85.0,662.0,327.0
NKE,10-K,2022-07-21,1059.0,463.0,1252.0,497.0,92.0,672.0,342.0
NVDA,10-K,2013-03-12,1366.0,488.0,992.0,773.0,133.0,519.0,370.0
NVDA,10-K,2014-03-13,1058.0,435.0,889.0,528.0,124.0,454.0,347.0
NVDA,10-K,2015-03-12,766.0,313.0,577.0,447.0,91.0,281.0,267.0
NVDA,10-K,2016-03-17,831.0,345.0,622.0,414.0,114.0,324.0,311.0
NVDA,10-K,2017-03-01,798.0,335.0,595.0,387.0,118.0,313.0,309.0
NVDA,10-K,2018-02-28,717.0,363.0,519.0,410.0,87.0,274.0,260.0
NVDA,10-K,2019-02-21,737.0,326.0,515.0,444.0,71.0,270.0,242.0
NVDA,10-K,2020-02-20,701.0,314.0,515.0,392.0,67.0,282.0,247.0
NVDA,10-K,2021-02-26,805.0,324.0,718.0,413.0,98.0,356.0,280.0
NVDA,10-K,2022-03-18,849.0,359.0,735.0,456.0,77.0,404.0,334.0
NVDA,10-K,2023-02-24,1004.0,356.0,817.0,485.0,80.0,477.0,381.0
ORCL,10-K,2012-06-26,933.0,561.0,1450.0,642.0,138.0,680.0,378.0
ORCL,10-K,2013-06-26,961.0,509.0,1489.0,656.0,140.0,708.0,386.0
ORCL,10-K,2014-06-26,951.0,508.0,1515.0,636.0,156.0,730.0,378.0
ORCL,10-K,2015-06-25,997.0,549.0,1559.0,620.0,141.0,776.0,418.0
ORCL,10-K,2016-06-22,1119.0,587.0,1469.0,708.0,131.0,728.0,434.0
ORCL,10-K,2017-06-27,1001.0,586.0,1449.0,680.0,120.0,737.0,425.0
ORCL,10-K,2018-06-22,1031.0,484.0,1482.0,730.0,118.0,772.0,413.0
ORCL,10-K,2019-06-21,979.0,450.0,1370.0,749.0,109.0,731.0,391.0
ORCL,10-K,2020-06-22,1050.0,450.0,1378.0,767.0,124.0,739.0,395.0
ORCL,10-K,2021-06-21,1039.0,498.0,1301.0,763.0,120.0,706.0,371.0
ORCL,10-K,2022-06-21,1048.0,492.0,1271.0,738.0,129.0,711.0,358.0
PEP,10-K,2013-02-21,,,,,,,
PEP,10-K,2014-02-14,,,,,,,
PEP,10-K,2015-02-12,,,,,,,
PEP,10-K,2016-02-11,,,,,,,
PEP,10-K,2017-02-15,,,,,,,
PEP,10-K,2018-02-13,,,,,,,
PEP,10-K,2019-02-15,,,,,,,
PEP,10-K,2020-02-13,,,,,,,
PEP,10-K,2021-02-11,,,,,,,
PEP,10-K,2022-02-10,,,,,,,
PEP,10-K,2023-02-09,,,,,,,
PFE,10-K,2019-02-28,752.0,413.0,582.0,521.0,102.0,309.0,233.0
PFE,10-K,2020-02-27,790.0,423.0,657.0,559.0,96.0,330.0,250.0
PFE,10-K,2021-02-25,1794.0,972.0,1281.0,1275.0,148.0,509.0,464.0
PFE,10-K,2022-02-24,1791.0,961.0,1323.0,1225.0,144.0,519.0,469.0
PFE,10-K,2023-02-23,1775.0,928.0,1397.0,1212.0,147.0,550.0,481.0
PG,10-K,2019-08-06,677.0,458.0,692.0,248.0,54.0,197.0,294.0
PG,10-K,2020-08-06,720.0,486.0,735.0,250.0,63.0,239.0,289.0
PG,10-K,2020-08-07,721.0,486.0,736.0,259.0,63.0,239.0,290.0
PG,10-K,2021-08-06,708.0,512.0,717.0,283.0,57.0,247.0,270.0
PG,10-K,2022-08-05,706.0,516.0,735.0,288.0,55.0,256.0,256.0
PM,10-K,2015-02-20,,,,,,,
PM,10-K,2016-02-17,,,,,,,
PM,10-K,2017-02-14,,,,,,,
PM,10-K,2018-02-13,,,,,,,
PM,10-K,2019-02-07,,,,,,,
PM,10-K,2020-02-07,,,,,,,
PM,10-K,2021-02-09,,,,,,,
PM,10-K,2022-02-11,,,,,,,
PM,10-K,2023-02-10,,,,,,,
PYPL,10-K,2016-02-11,1257.0,446.0,1108.0,876.0,91.0,533.0,408.0
PYPL,10-K,2017-02-08,1453.0,445.0,1179.0,944.0,108.0,580.0,460.0
PYPL,10-K,2018-02-07,1595.0,470.0,1263.0,1012.0,152.0,581.0,489.0
PYPL,10-K,2019-02-07,1724.0,542.0,1297.0,1125.0,131.0,621.0,535.0
PYPL,10-K,2020-02-06,1655.0,484.0,1287.0,1060.0,119.0,632.0,529.0
PYPL,10-K,2021-02-05,1462.0,465.0,1058.0,796.0,107.0,499.0,459.0
PYPL,10-K,2022-02-03,1520.0,505.0,1090.0,830.0,100.0,518.0,489.0
PYPL,10-K,2023-02-10,1691.0,506.0,1106.0,867.0,107.0,534.0,512.0
QCOM,10-K,2016-11-02,1075.0,466.0,883.0,452.0,133.0,456.0,383.0
QCOM,10-K,2017-11-01,1454.0,519.0,1030.0,743.0,149.0,552.0,491.0
QCOM,10-K,2018-11-07,1740.0,524.0,1085.0,958.0,153.0,594.0,480.0
QCOM,10-K,2019-11-06,1441.0,538.0,1120.0,902.0,118.0,626.0,503.0
QCOM,10-K,2020-11-04,1424.0,578.0,1068.0,813.0,100.0,600.0,487.0
QCOM,10-K,2021-11-03,1316.0,575.0,1093.0,654.0,81.0,637.0,452.0
QCOM,10-K,2022-11-02,1384.0,542.0,1124.0,636.0,75.0,669.0,450.0
RTX,10-K,2015-02-05,438.0,111.0,357.0,359.0,38.0,180.0,117.0
RTX,10-K,2016-02-11,423.0,116.0,359.0,308.0,30.0,195.0,115.0
RTX,10-K,2017-02-09,430.0,115.0,367.0,312.0,28.0,199.0,115.0
RTX,10-K,2018-02-09,458.0,137.0,427.0,309.0,40.0,222.0,126.0
RTX,10-K,2019-02-07,462.0,144.0,438.0,323.0,45.0,239.0,129.0
RTX,10-K,2019-04-05,6.0,6.0,6.0,21.0,3.0,1.0,13.0
RTX,10-K,2020-02-06,516.0,163.0,477.0,347.0,55.0,261.0,152.0
RTX,10-K,2021-02-08,1833.0,711.0,1415.0,1100.0,130.0,567.0,695.0
RTX,10-K,2022-02-11,1840.0,718.0,1319.0,1133.0,103.0,549.0,638.0
RTX,10-K,2023-02-07,1729.0,702.0,1225.0,1152.0,92.0,484.0,625.0
SBUX,10-K,2011-11-18,619.0,334.0,589.0,276.0,103.0,195.0,271.0
SBUX,10-K,2012-11-16,629.0,325.0,603.0,335.0,96.0,199.0,256.0
SBUX,10-K,2013-11-18,559.0,330.0,594.0,334.0,86.0,192.0,245.0
SBUX,10-K,2014-11-14,607.0,379.0,631.0,300.0,87.0,211.0,262.0
SBUX,10-K,2015-11-12,626.0,398.0,704.0,281.0,87.0,221.0,285.0
SBUX,10-K,2016-11-18,592.0,366.0,647.0,263.0,81.0,231.0,277.0
SBUX,10-K,2017-11-17,685.0,375.0,633.0,257.0,97.0,222.0,316.0
SBUX,10-K,2018-11-16,781.0,417.0,672.0,314.0,84.0,256.0,331.0
SBUX,10-K,2019-11-15,738.0,371.0,642.0,330.0,58.0,257.0,308.0
SBUX,10-K,2020-11-12,920.0,433.0,752.0,351.0,68.0,303.0,351.0
SBUX,10-K,2021-11-19,892.0,455.0,725.0,357.0,70.0,311.0,346.0
SBUX,10-K,2022-11-18,889.0,430.0,741.0,356.0,78.0,312.0,358.0
SCHW,10-K,2018-02-22,712.0,284.0,629.0,533.0,78.0,220.0,445.0
SCHW,10-K,2019-02-22,698.0,276.0,622.0,496.0,71.0,228.0,459.0
SCHW,10-K,2020-02-26,852.0,331.0,767.0,580.0,122.0,288.0,525.0
SCHW,10-K,2021-02-24,987.0,417.0,957.0,635.0,139.0,332.0,595.0
SCHW,10-K,2022-02-24,989.0,430.0,925.0,633.0,103.0,326.0,550.0
SCHW,10-K,2023-02-24,,,,,,,
SO,10-K,2018-02-21,3876.0,2568.0,4015.0,5528.0,808.0,1374.0,2875.0
SO,10-K,2019-02-20,2921.0,1543.0,2979.0,3992.0,626.0,1127.0,1835.0
SO,10-K,2020-02-20,2001.0,1089.0,1941.0,2743.0,326.0,735.0,1118.0
SO,10-K,2021-02-18,1736.0,896.0,1671.0,2217.0,244.0,625.0,1039.0
SO,10-K,2022-02-17,1659.0,870.0,1562.0,2061.0,237.0,593.0,1000.0
SO,10-K,2023-02-16,1665.0,818.0,1543.0,1987.0,254.0,592.0,965.0
SPG,10-K,2009-05-01,320.0,192.0,335.0,150.0,42.0,99.0,160.0
SPG,10-K,2010-02-25,533.0,305.0,537.0,232.0,110.0,202.0,245.0
SPG,10-K,2011-02-25,166.0,167.0,206.0,141.0,61.0,122.0,87.0
SPG,10-K,2012-02-28,166.0,185.0,212.0,153.0,60.0,122.0,90.0
SPG,10-K,2013-02-28,162.0,178.0,209.0,152.0,61.0,124.0,86.0
SPG,10-K,2014-02-27,450.0,351.0,517.0,240.0,103.0,227.0,222.0
SPG,10-K,2015-02-27,513.0,309.0,568.0,253.0,96.0,261.0,218.0
SPG,10-K,2016-02-26,607.0,368.0,646.0,322.0,121.0,329.0,274.0
SPG,10-K,2017-02-24,658.0,416.0,713.0,366.0,127.0,372.0,312.0
SPG,10-K,2018-02-23,704.0,417.0,716.0,377.0,123.0,373.0,328.0
SPG,10-K,2019-02-22,709.0,404.0,729.0,331.0,108.0,380.0,342.0
SPG,10-K,2020-02-21,794.0,391.0,800.0,323.0,133.0,423.0,372.0
SPG,10-K,2021-02-25,1001.0,445.0,911.0,340.0,139.0,460.0,487.0
SPG,10-K,2022-02-24,980.0,488.0,909.0,341.0,132.0,448.0,483.0
SPG,10-K,2023-02-23,1031.0,498.0,933.0,350.0,125.0,492.0,484.0
TGT,10-K,2014-03-14,641.0,287.0,433.0,412.0,60.0,170.0,185.0
TGT,10-K,2015-03-13,680.0,296.0,434.0,420.0,58.0,186.0,206.0
TGT,10-K,2016-03-11,572.0,282.0,368.0,339.0,52.0,158.0,217.0
TGT,10-K,2017-03-08,526.0,267.0,339.0,264.0,43.0,162.0,210.0
TGT,10-K,2018-03-14,493.0,266.0,345.0,248.0,52.0,155.0,207.0
TGT,10-K,2019-03-13,424.0,228.0,341.0,237.0,29.0,166.0,184.0
